['gender','age','birth_place','death_place','cause_of_death','genres']
['male','86','Austria','USA','accident','classical']
['male','80','Russia','Russia','cancer','classical']
['male','66','Ukraine','Netherlands','heart attack','classical']
['male','77','UK','USA','stroke','classical']
['male','66','USA','USA','illness','classical']
['male','72','Belgium','Belgium','illness','classical']
['male','73','Russia','USA','cancer','classical']
['male','76','France','France','natural causes','classical']
['male','59','UK','UK','natural causes','classical']
['male','39','Ukraine','USA','illness','classical']
['male','89','France','France','natural causes','classical']
['male','61','Belgium','France','stroke','classical']
['male','27','Canada','Canada','accident','hip hop']
['female','41','UK','UK','accident','classical']
['male','34','USA','USA','heart attack','pop']
['female','36','Australia','Australia','suicide','pop']
['male','48','Germany','Germany','accident','jazz']
['female','38','USA','USA','suicide','hip hop']
['female','40','UK','UK','accident','jazz']
['female','42','USA','USA','stroke','classical']
['male','26','Canada','Canada','accident','hip hop']
['female','80','UK','UK','cancer','pop']
['male','60','USA','USA','heart attack','jazz']
['female','26','Australia','Australia','suicide','pop']
['female','63','Germany','Germany','stroke','jazz']
['female','25','USA','USA','accident','hip hop']
['male','42','Canada','Canada','suicide','pop']
['male','69','UK','UK','accident','pop']
['female','29','USA','USA','stroke','pop']
['male','34','Canada','Canada','accident','hip hop']
['female','69','UK','UK','cancer','pop']
['male','42','USA','USA','heart attack','jazz']
['female','31','Australia','Australia','suicide','pop']
['female','34','Germany','Germany','overdose','jazz']
['male','34','USA','USA','stroke','pop']
['female','38','UK','UK','accident','jazz']
['female','24','Australia','Australia','accident','hip hop']
['male','36','Canada','Canada','suicide','pop']
['female','36','UK','UK','stroke','pop']
['female','30','USA','USA','suicide','hip hop']
['female','29','Canada','Canada','suicide','classical']
['male','29','USA','USA','suicide','rock']
['female','32','UK','UK','suicide','rock']
['male','28','Australia','Australia','suicide','jazz']
['female','25','USA','USA','suicide','classical']
['male','32','Canada','Canada','suicide','hip hop']
['female','32','UK','UK','suicide','jazz']
['male','28','USA','USA','suicide','rock']
['female','28','Germany','Germany','suicide','classical']
['male','28','USA','USA','suicide','rock']
['female','25','Canada','Canada','suicide','jazz']
['male','28','UK','UK','suicide','classical']
['female','27','USA','USA','suicide','hip hop']
['male','31','Australia','Australia','suicide','jazz']
['male','30','Canada','Canada','suicide','rock']
['female','29','UK','UK','suicide','classical']
['male','25','USA','USA','suicide','rock']
['female','29','Germany','Germany','suicide','classical']
['male','29','Canada','Canada','suicide','hip hop']
['female','50','USA','USA','accident','jazz']
['male','35','Canada','Canada','accident','hip hop']
['female','68','UK','UK','cancer','pop']
['male','50','USA','USA','heart attack','jazz']
['female','36','Australia','Australia','suicide','pop']
['male','64','Germany','Germany','stroke','classical']
['female','42','USA','USA','overdose','hip hop']
['male','37','Canada','Canada','illness','classical']
['female','62','UK','UK','accident','pop']
['male','45','USA','USA','stroke','jazz']
['female','45','Australia','Australia','suicide','pop']
['male','41','Germany','Germany','overdose','pop']
['female','68','USA','USA','cancer','jazz']
['male','70','USA','USA','natural causes','hip hop']
['male','80','USA','USA','accident','hip hop']
['male','83','USA','USA','heart attack','hip hop']
['male','67','USA','USA','stroke','hip hop']
['male','75','USA','USA','cancer','hip hop']
['male','85','USA','USA','natural causes','hip hop']
['male','82','USA','USA','illness','hip hop']
['male','75','USA','USA','illness','hip hop']
['male','79','USA','USA','illness','hip hop']
['male','64','USA','USA','overdose','hip hop']
['male','77','USA','USA','overdose','hip hop']
['male','73','USA','USA','illness','hip hop']
['male','80','USA','USA','accident','hip hop']
['male','82','USA','USA','illness','hip hop']
['male','88','USA','USA','murder','hip hop']
['male','75','USA','USA','accident','hip hop']
['male','70','USA','USA','organ failure','hip hop']
['male','70','USA','USA','illness','hip hop']
['male','80','USA','USA','heart attack','hip hop']
['male','64','USA','USA','heart attack','jazz']
['female','64','UK','UK','stroke','classical']
['male','60','USA','USA','cancer','jazz']
['female','63','Germany','Germany','natural causes','classical']
['male','65','Canada','Canada','heart attack','rock']
['female','66','Australia','Australia','suicide','rock']
['male','70','USA','USA','illness','jazz']
['female','68','UK','UK','cancer','classical']
['male','72','USA','USA','accident','rock']
['female','65','Germany','Germany','accident','classical']
['male','70','Canada','Canada','heart attack','jazz']
['female','67','Australia','Australia','stroke','classical']
['male','63','USA','USA','natural causes','jazz']
['female','62','UK','UK','cancer','classical']
['male','64','Germany','Germany','heart attack','rock']
['male','63','Canada','Canada','natural causes','jazz']
['female','64','Australia','Australia','cancer','classical']
['male','61','USA','USA','heart attack','rock']
['female','66','UK','UK','stroke','classical']
['male','65','Germany','Germany','accident','jazz']
['female','67','Canada','Canada','accident','classical']
['male','67','USA','USA','natural causes','folk']
['male','67','Canada','Canada','heart attack','rock']
['female','62','Australia','Australia','cancer','classical']
['male','66','USA','USA','stroke','jazz']
['female','66','UK','UK','natural causes','classical']
['male','60','Canada','Canada','accident','rock']
['female','70','Australia','Australia','heart attack','classical']
['male','21','USA','USA','accident','hip hop']
['female','64','UK','UK','stroke','classical']
['male','60','USA','USA','cancer','jazz']
['female','55','Germany','Germany','suicide','classical']
['male','65','Canada','Canada','heart attack','rock']
['female','36','Australia','Australia','suicide','rock']
['male','70','USA','USA','illness','jazz']
['female','68','UK','UK','cancer','classical']
['male','50','USA','USA','accident','rock']
['female','25','Germany','Germany','accident','classical']
['male','65','Canada','Canada','heart attack','jazz']
['female','67','Australia','Australia','stroke','classical']
['male','63','USA','USA','natural causes','jazz']
['female','62','UK','UK','cancer','classical']
['male','64','Germany','Germany','heart attack','rock']
['male','63','Canada','Canada','natural causes','jazz']
['female','29','Australia','Australia','cancer','classical']
['male','41','USA','USA','heart attack','rock']
['female','38','UK','UK','stroke','classical']
['male','64','Germany','Germany','accident','jazz']
['female','25','Canada','Canada','accident','classical']
['male','73','USA','USA','natural causes','folk']
['male','63','Canada','Canada','heart attack','rock']
['female','72','Australia','Australia','cancer','classical']
['male','56','USA','USA','stroke','jazz']
['female','42','UK','UK','natural causes','classical']
['male','29','Canada','Canada','accident','rock']
['female','52','Australia','Australia','heart attack','classical']
['male','58','USA','USA','cancer','jazz']
['female','65','UK','UK','heart attack','classical']
['male','57','Canada','Canada','stroke','jazz']
['female','62','Australia','Australia','accident','rock']
['male','44','USA','USA','heart attack','rock']
['female','40','UK','UK','suicide','jazz']
['male','63','Canada','Canada','stroke','jazz']
['female','50','Australia','Australia','cancer','classical']
['male','65','Germany','Germany','heart attack','rock']
['female','58','USA','USA','accident','classical']
['male','57','Canada','Canada','stroke','jazz']
['male','59','USA','USA','suicide','jazz']
['female','48','Australia','Australia','heart attack','classical']
['male','59','Germany','Germany','accident','jazz']
['female','38','Canada','Canada','cancer','rock']
['female','50','UK','UK','suicide','rock']
['male','72','Australia','Australia','cancer','classical']
['male','63','USA','USA','heart attack','jazz']
['female','58','Canada','Canada','stroke','jazz']
['male','63','USA','USA','accident','rock']
['female','30','Australia','Australia','accident','classical']
['male','68','Germany','Germany','heart attack','jazz']
['female','52','UK','UK','stroke','jazz']
['female','49','Canada','Canada','cancer','rock']
['male','57','USA','USA','heart attack','classical']
['female','56','Australia','Australia','suicide','jazz']
['male','72','Germany','Germany','stroke','jazz']
['male','60','Canada','Canada','cancer','rock']
