['gender','age','birth_place','death_place','cause_of_death','musical_skills']
['male','50','USA','USA','overdose','drums']
['male','46','USA','USA','heart attack','vocals']
['male','46','USA','USA','heart attack','guitar']
['male','46','UK','UK','accident','vocals']
['male','46','UK','UK','accident','guitar']
['male','56','USA','USA','cancer','vocals']
['male','56','USA','USA','cancer','guitar']
['female','63','Deutschland','Frankreich','organ failure','vocals']
['male','52','USA','Schweiz','overdose','saxophone']
['male','42','UK','Australia','illness','piano']
['female','42','Zealand','Australia','accident','vocals']
['male','81','USA','USA','heart attack','saxophone']
['male','81','USA','USA','heart attack','flute']
['female','84','Deutschland','Deutschland','natural causes','vocals']
['male','42','Jamaika','Kanada','cancer','piano']
['male','80','USA','USA','cancer','strings']
['male','72','USA','USA','heart attack','leadership']
['male','72','USA','USA','heart attack','piano']
['male','43','UK','USA','illness','drums']
['male','48','USA','USA','illness','vocals']
['male','48','USA','USA','illness','guitar']
['male','35','USA','USA','accident','vocals']
['male','35','USA','USA','accident','guitar']
['male','37','Deutschland','USA','overdose','piano']
['male','41','USA','USA','illness','vocals']
['male','41','USA','USA','illness','guitar']
['male','51','Suid-Afrika','UK','organ failure','saxophone']
['male','53','USA','USA','suicide','flute']
['male','42','USA','USA','accident','drums']
['male','37','USA','USA','heart attack','piano']
['male','33','USA','France','accident','vocals']
['male','33','USA','France','accident','guitar']
['male','57','USA','USA','illness','piano']
['male','67','USA','USA','organ failure','saxophone']
['male','80','USA','USA','natural causes','saxophone']
['male','43','France','UK','organ failure','bass']
['male','63','USA','USA','organ failure','vocals']
['male','63','USA','USA','organ failure','piano']
['male','55','USA','USA','suicide','vocals']
['male','60','USA','USA','cancer','drums']
['female','36','USA','USA','cancer','vocals']
['male','37','USA','USA','illness','guitar']
['male','86','Україна/Украина','USA','heart attack','piano']
['male','35','UK','UK','illness','guitar']
['male','59','USA','USA','natural causes','saxophone']
['male','59','USA','USA','natural causes','flute']
['male','81','Österreich-Ungarn','Österreich','natural causes','leadership']
['male','81','Österreich-Ungarn','Österreich','natural causes','piano']
['male','70','Österreich','USA','heart attack','strings']
['male','27','Tobago','UK','accident','drums']
['male','45','UK','UK','overdose','piano']
['male','52','USA','USA','heart attack','vocals']
['male','52','USA','USA','heart attack','guitar']
['male','63','USA','France','cancer','drums']
['male','81','USA','USA','natural causes','trumpet']
['male','57','USA','USA','organ failure','vocals']
['male','57','USA','USA','organ failure','drums']
['male','57','USA','USA','organ failure','saxophone']
['male','48','USA','USA','suicide','vocals']
['male','48','USA','USA','suicide','guitar']
['female','49','Deutschland','España','heart attack','vocals']
['female','49','Deutschland','España','heart attack','drums']
['female','49','Deutschland','España','heart attack','piano']
['male','77','USA','USA','cancer','trumpet']
['male','58','USA','Nederland','overdose','trumpet']
['female','43','USA','USA','cancer','vocals']
['male','50','USA','USA','accident','vocals']
['male','56','USA','USA','illness','vocals']
['male','75','Canada','Mexico','illness','trumpet']
['male','75','Canada','Mexico','illness','piano']
['male','71','USA','USA','natural causes','trumpet']
['male','42','USA','USA','illness','vocals']
['male','44','Nederland','Nederland','accident','drums']
['male','47','Deutschland','Deutschland','cancer','saxophone']
['male','47','Deutschland','Deutschland','cancer','flute']
['male','39','Argentina','USA','cancer','piano']
['male','35','USA','USA','murder','drums']
['male','35','USA','USA','murder','bass']
['male','42','Jamaica','Jamaica','murder','vocals']
['male','42','Jamaica','Jamaica','murder','guitar']
['male','53','UK','USA','heart attack','drums']
['male','44','USA','USA','illness','vocals']
['male','44','USA','USA','illness','piano']
['male','44','USA','USA','illness','guitar']
['male','44','USA','USA','illness','saxophone']
['male','36','Jamaica','Jamaica','murder','drums']
['male','69','USA','USA','organ failure','drums']
['male','78','USA','USA','natural causes','trumpet']
['male','78','USA','USA','natural causes','guitar']
['male','75','USA','USA','natural causes','guitar']
['female','67','USA','USA','cancer','vocals']
['male','39','USA','USA','heart attack','drums']
['male','32','USA','USA','overdose','guitar']
['male','61','USA','USA','illness','vocals']
['male','28','Australia','Australia','organ failure','bass']
['male','64','USA','USA','natural causes','saxophone']
['male','53','USA','USA','natural causes','saxophone']
['male','73','USA','USA','natural causes','piano']
['male','45','USA','USA','illness','drums']
['male','77','USA','USA','natural causes','leadership']
['male','77','USA','USA','natural causes','flute']
['male','33','USA','USA','illness','piano']
['female','53','USA','USA','cancer','guitar']
['male','48','USA','USA','heart attack','vocals']
['male','74','USA','USA','natural causes','saxophone']
['male','42','Canada','USA','suicide','piano']
['male','36','England','UK','illness','vocals']
['male','36','England','UK','illness','bass']
['male','47','UK','UK','heart attack','piano']
['male','83','Reich','West-Deutschland','organ failure','vocals']
['male','33','UK','UK','overdose','piano']
['male','33','UK','UK','overdose','guitar']
['male','33','UK','UK','overdose','saxophone']
['male','49','USA','USA','illness','guitar']
['male','70','USA','USA','heart attack','vocals']
['male','75','USA','USA','natural causes','saxophone']
['male','75','USA','USA','natural causes','flute']
['male','75','USA','USA','natural causes','trumpet']
['male','73','USA','USA','natural causes','drums']
['male','62','USA','USA','heart attack','drums']
['male','65','USA','USA','cancer','piano']
['male','64','USA','USA','cancer','bass']
['male','38','UK','UK','overdose','vocals']
['male','39','USA','Republik','accident','drums']
['male','39','USA','Republik','accident','guitar']
['female','39','USA','USA','cancer','vocals']
['male','73','USA','USA','natural causes','saxophone']
['male','73','USA','USA','natural causes','flute']
['male','64','USA','USA','heart attack','drums']
['male','72','USA','USA','natural causes','trumpet']
['male','79','USA','USA','natural causes','piano']
['male','83','Rico','USA','natural causes','trumpet']
['male','44','USA','USA','murder','vocals']
['male','25','UK','UK','overdose','bass']
['male','55','France','England','cancer','vocals']
['male','55','France','England','cancer','guitar']
['male','39','USA','USA','accident','drums']
['male','39','USA','USA','accident','saxophone']
['male','39','USA','USA','accident','vocals']
['male','39','USA','USA','accident','guitar']
['male','39','USA','USA','accident','piano']
['male','49','USA','USA','cancer','drums']
['male','75','USA','USA','illness','strings']
['male','80','USA','USA','natural causes','trumpet']
['male','47','USA','USA','overdose','bass']
['male','67','USA','USA','cancer','trumpet']
['male','70','USA','USA','organ failure','vocals']
['male','70','USA','USA','organ failure','leadership']
['male','70','USA','USA','organ failure','guitar']
['male','79','USA','USA','natural causes','piano']
['male','43','USA','USA','murder','vocals']
['male','43','USA','USA','murder','bass']
['male','62','USA','USA','cancer','trumpet']
['male','75','USA','USA','natural causes','bass']
['male','38','Ghana','Sweden','natural causes','drums']
['male','75','Reich','West-Deutschland','heart attack','vocals']
['male','79','USA','USA','natural causes','vocals']
['male','79','USA','USA','natural causes','guitar']
['male','57','USA','USA','illness','vocals']
['male','57','USA','USA','illness','piano']
['male','57','USA','USA','illness','guitar']
['male','68','USA','USA','natural causes','saxophone']
['male','25','UK','UK','organ failure','guitar']
['male','40','USA','USA','heart attack','vocals']
['male','86','USA','USA','heart attack','drums']
['male','25','USA','USA','accident','guitar']
['male','33','USA','USA','overdose','vocals']
['male','46','UK','Belgien','heart attack','vocals']
['male','46','UK','Belgien','heart attack','guitar']
['male','57','USA','USA','cancer','bass']
['male','64','USA','USA','natural causes','guitar']
['male','32','USA','USA','accident','bass']
['male','36','Jamaica','USA','cancer','guitar']
['male','64','USA','USA','organ failure','trumpet']
['male','58','USA','USA','heart attack','strings']
['male','33','UK','Portugal','accident','bass']
['male','38','USA','USA','overdose','vocals']
['male','55','USA','USA','organ failure','vocals']
['male','55','USA','USA','organ failure','guitar']
['male','39','USA','USA','overdose','piano']
['male','39','USA','USA','overdose','guitar']
['male','40','UK','USA','murder','guitar']
['male','56','Reich','Espana','stroke','leadership']
['male','56','Reich','Espana','stroke','piano']
['male','41','USA','USA','murder','saxophone']
['male','41','USA','USA','murder','flute']
['male','37','USA','USA','illness','bass']
['male','27','Jamaica','Jamaica','accident','vocals']
['male','32','UK','UK','overdose','drums']
['male','56','England','Africa','heart attack','trumpet']
['male','75','България','България','natural causes','vocals']
['male','41','USA','USA','suicide','trumpet']
['male','68','USA','USA','cancer','drums']
['male','68','USA','USA','cancer','saxophone']
['male','68','USA','USA','cancer','flute']
['female','31','England','England','overdose','vocals']
['female','31','England','England','overdose','guitar']
['male','31','USA','USA','suicide','vocals']
['male','31','USA','USA','suicide','bass']
['male','31','USA','USA','suicide','guitar']
['male','28','USA','USA','accident','guitar']
['male','29','USA','USA','accident','vocals']
['female','53','USA','France','illness','vocals']
['male','29','UK','UK','accident','vocals']
['male','29','UK','UK','accident','guitar']
['male','42','USA','USA','overdose','vocals']
['male','42','USA','USA','overdose','guitar']
['male','25','USA','USA','overdose','guitar']
['male','33','UK','UK','accident','vocals']
['male','33','UK','UK','accident','saxophone']
['male','25','UK','York','heart attack','guitar']
['male','51','USA','USA','cancer','saxophone']
['male','45','USA','USA','heart attack','vocals']
['male','27','Zealand','UK','organ failure','drums']
['male','69','Reich','Deutschland','illness','vocals']
['male','39','USA','USA','murder','drums']
['male','77','USA','USA','stroke','drums']
['male','65','Österreich-Ungarn','Deutschland','natural causes','leadership']
['male','66','USA','USA','heart attack','saxophone']
['male','26','မြန်မာနိုင်ငံတေ','UK','suicide','guitar']
['female','32','USA','UK','heart attack','vocals']
['male','75','USA','USA','illness','leadership']
['male','75','USA','USA','illness','piano']
['male','62','USA','USA','cancer','trumpet']
['male','53','USA','UK','organ failure','saxophone']
['male','36','UK','UK','suicide','piano']
['male','36','UK','UK','suicide','saxophone']
['male','64','USA','USA','illness','drums']
['male','64','USA','Nederland','natural causes','saxophone']
['male','26','USA','USA','overdose','piano']
['male','26','USA','USA','overdose','guitar']
['male','29','USA','USA','accident','guitar']
['male','86','USA','USA','natural causes','trumpet']
['male','36','USA','USA','illness','vocals']
['male','29','USA','USA','overdose','guitar']
['female','67','Germany','Österreich','cancer','vocals']
['male','72','USA','France','natural causes','drums']
['male','72','USA','France','natural causes','saxophone']
['male','72','USA','France','natural causes','flute']
['male','23','USA','USA','accident','bass']
['male','74','USA','USA','suicide','guitar']
['male','24','USA','USA','accident','vocals']
['male','24','USA','USA','accident','guitar']
['female','73','USA','USA','accident','vocals']
['female','73','USA','USA','accident','leadership']
['female','73','USA','USA','accident','piano']
['male','50','USA','USA','cancer','trumpet']
['male','69','USA','USA','heart attack','vocals']
['male','69','USA','USA','heart attack','leadership']
['male','69','USA','USA','heart attack','trumpet']
['male','27','USA','France','heart attack','guitar']
['male','39','Colony','UK','cancer','flute']
['female','27','USA','USA','overdose','drums']
['male','71','USA','Canada','accident','vocals']
['male','71','USA','Canada','accident','guitar']
['male','62','USA','USA','heart attack','saxophone']
['male','79','USA','USA','natural causes','piano']
['male','32','USA','USA','organ failure','vocals']
['male','32','USA','USA','organ failure','guitar']
['male','27','UK','England','murder','guitar']
['male','64','USA','USA','illness','saxophone']
['male','37','Jamaica','Jamaica','natural causes','trumpet']
['male','43','USA','USA','stroke','drums']
['male','45','USA','USA','heart attack','guitar']
['male','26','USA','USA','accident','vocals']
['male','51','USA','USA','cancer','piano']
['male','38','USA','USA','accident','vocals']
['male','38','USA','USA','accident','guitar']
['male','64','USA','USA','heart attack','saxophone']
['male','64','USA','USA','heart attack','flute']
['male','56','USA','USA','cancer','saxophone']
['male','43','USA','USA','stroke','drums']
['male','45','USA','USA','heart attack','guitar']
['male','26','USA','USA','accident','vocals']
['male','51','USA','USA','cancer','piano']
['male','38','USA','USA','accident','vocals']
['male','38','USA','USA','accident','guitar']
['male','64','USA','USA','heart attack','saxophone']
['male','64','USA','USA','heart attack','flute']
['male','56','USA','USA','cancer','saxophone']
['male','52','USA','USA','cancer','trumpet']
['male','30','UK','UK','accident','vocals']
['male','76','USA','USA','natural causes','guitar']
['male','38','USA','USA','organ failure','bass']
['male','45','USA','USA','cancer','vocals']
['male','33','USA','USA','murder','vocals']
['male','51','USA','USA','accident','vocals']
['male','61','Panamá','USA','cancer','piano']
['female','30','USA','USA','accident','vocals']
['male','57','USA','USA','illness','saxophone']
['male','21','UK','Deutschland','stroke','bass']
['male','60','USA','USA','accident','trumpet']
['male','61','Reich','USA','illness','vocals']
['female','43','USA','Leone','stroke','vocals']
['male','37','USA','Danmark','illness','bass']
['male','21','USA','UK','accident','vocals']
['male','21','USA','UK','accident','guitar']
['male','38','USA','Italia','heart attack','vocals']
['female','44','USA','USA','overdose','vocals']
['male','67','USA','USA','accident','saxophone']
['male','67','USA','USA','accident','flute']
['male','49','USA','USA','organ failure','saxophone']
['male','43','USA','USA','accident','guitar']
['male','22','USA','USA','accident','vocals']
['male','22','USA','USA','accident','guitar']
['male','57','USA','USA','illness','bass']
['female','72','Reich','Deutschland','stroke','vocals']
['male','33','USA','USA','accident','guitar']
['male','29','USA','USA','heart attack','guitar']
['male','41','USA','USA','heart attack','drums']
['male','33','USA','USA','murder','trumpet']
['male','65','Reich','Deutschland','organ failure','vocals']
['male','45','USA','USA','heart attack','leadership']
['male','45','USA','USA','heart attack','saxophone']
['male','35','USA','USA','illness','piano']
['male','40','USA','Channel','accident','leadership']
['male','40','USA','Channel','accident','trumpet']
['male','25','USA','USA','illness','guitar']
['male','33','USA','USA','accident','saxophone']
['male','48','USA','USA','heart attack','saxophone']
['male','48','USA','USA','heart attack','flute']
['male','34','USA','USA','illness','drums']
['male','29','USA','USA','accident','saxophone']
['male','35','USA','USA','natural causes','vocals']
['male','27','USA','UK','overdose','guitar']
['male','27','USA','France','organ failure','vocals']
['male','42','USA','USA','heart attack','vocals']
['male','42','USA','USA','heart attack','guitar']
['male','21','UK','USA','overdose','vocals']
['male','21','UK','USA','overdose','bass']
['male','33','USA','USA','overdose','vocals']
['male','26','Israel','USA','overdose','guitar']
['male','27','USA','USA','accident','vocals']
['male','27','USA','USA','accident','guitar']
['male','34','USA','USA','overdose','guitar']
['male','50','USA','USA','overdose','bass']
['female','48','USA','USA','accident','vocals']
['male','66','USA','USA','accident','guitar']
['male','26','USA','USA','accident','leadership']
['male','26','USA','USA','accident','rapper']
['male','21','USA','USA','accident','rapper']
['male','21','USA','USA','accident','rapper']
['male','30','USA','USA','illness','rapper']
['male','24','USA','USA','murder','rapper']
['male','35','USA','USA','overdose','rapper']
['male','33','USA','USA','accident','rapper']
['male','37','USA','USA','illness','rapper']
['male','22','USA','USA','overdose','rapper']
['male','21','USA','USA','accident','rapper']
['male','21','USA','USA','accident','rapper']
['male','58','USA','USA','accident','leadership']
['male','58','USA','USA','accident','rapper']
['male','26','USA','USA','murder','rapper']
['male','41','USA','USA','illness','vocals']
['male','41','USA','USA','illness','rapper']
['male','36','USA','USA','overdose','rapper']
['male','26','USA','USA','accident','leadership']
['male','26','USA','USA','accident','rapper']
['male','27','USA','UK','overdose','vocals']
['male','27','USA','UK','overdose','guitar']
['male','47','USA','USA','overdose','vocals']
['male','28','USA','USA','overdose','vocals']
['male','28','USA','USA','overdose','vocals']
['male','34','USA','USA','overdose','guitar']
['male','27','USA','USA','overdose','vocals']
['male','27','USA','USA','overdose','guitar']
['male','25','USA','USA','accident','guitar']
['male','30','UK','USA','overdose','guitar']
['male','23','UK','UK','suicide','vocals']
['male','34','USA','USA','suicide','vocals']
['male','34','USA','USA','suicide','guitar']
['male','27','Wales','Wales','suicide','piano']
['male','27','Wales','Wales','suicide','guitar']
['male','27','Wales','UK','suicide','guitar']
['male','26','Burma','UK','overdose','guitar']
['male','52','USA','USA','suicide','guitar']
['male','41','USA','USA','suicide','vocals']
['male','71','UK','USA','suicide','piano']
['male','26','Norway','Norway','suicide','drums']
['male','36','UK','UK','accident','vocals']
['male','30','USA','USA','accident','guitar']
['male','28','USA','USA','overdose','guitar']
['male','34','USA','USA','suicide','vocals']
['female','48','USA','USA','murder','vocals']
['male','64','UK','USA','suicide','guitar']
['male','34','USA','USA','illness','vocals']
['male','47','USA','USA','murder','vocals']
['male','47','USA','USA','murder','guitar']
['male','43','UK','Hawaii','suicide','guitar']
['female','42','UK','UK','illness','vocals']
['male','55','USA','USA','suicide','vocals']
['male','55','USA','USA','suicide','guitar']
['male','33','Japan','Japan','suicide','guitar']
['male','47','USA','USA','heart attack','piano']
['male','34','UK','UK','suicide','saxophone']
['male','27','Trinidad and Tobago','UK','accident','drums']
['male','33','USA','USA','murder','vocals']
['female','46','Ireland','UK','accident','vocals']
['female','48','USA','USA','accident','vocals']
['female','27','UK','UK','overdose','vocals']
['female','27','USA','USA','murder','vocals']
['female','32','USA','USA','organ failure','vocals']
['female','32','USA','USA','organ failure','drums']
['female','23','USA','USA','murder','vocals']
['female','22','USA','Bahamas','accident','vocals']
['female','30','USA','Honduras','accident','vocals']
['female','30','USA','Honduras','accident','rapper']
['female','22','USA','USA','murder','vocals']
['female','27','USA','USA','illness','vocals']
['female','31','USA','USA','cancer','vocals']
['female','24','USA','USA','organ failure','vocals']
['female','41','UK','Mexico','accident','vocals']
['female','59','UK','UK','cancer','vocals']
['male','27','USA','France','overdose','vocals']
['male','32','UK','UK','overdose','drums']
['male','29','USA','USA','organ failure','vocals']
['male','29','USA','USA','organ failure','guitar']
['female','27','UK','UK','overdose','vocals']
['male','39','USA','USA','overdose','guitar']
['male','30','UK','USA','overdose','guitar']
['male','44','UK','UK','natural causes','vocals']
['male','44','UK','UK','natural causes','guitar']
['male','51','USA','USA','overdose','trumpet']
['female','32','USA','UK','heart attack','vocals']
['male','57','UK','USA','heart attack','bass']
['male','38','USA','USA','accident','bass']
['male','26','UK','UK','overdose','guitar']
['male','27','USA','USA','illness','bass']
['male','25','UK','UK','organ failure','guitar']
['female','44','USA','USA','organ failure','vocals']
['male','31','USA','USA','organ failure','vocals']
['male','60','UK','Ireland','illness','guitar']
['male','53','USA','USA','illness','guitar']
['male','36','UK','UK','overdose','guitar']
['male','69','USA','USA','organ failure','drums']
['male','36','Ireland','UK','illness','bass']
['male','38','USA','USA','overdose','guitar']
['male','58','USA','Netherlands','overdose','trumpet']
['male','28','USA','USA','illness','piano']
['male','76','USA','USA','heart attack','strings']
['male','47','Canada','USA','accident','drums']
['male','24','USA','Sweden','accident','bass']
['male','36','UK','UK','accident','piano']
['male','36','UK','UK','accident','saxophone']
['male','35','USA','USA','organ failure','guitar']
['male','28','USA','USA','overdose','guitar']
['male','63','UK','UK','cancer','vocals']
['male','63','UK','UK','cancer','piano']
['male','27','Wales','UK','overdose','piano']
['male','27','Wales','UK','overdose','guitar']
['male','51','USA','USA','illness','piano']
['male','31','UK','UK','overdose','drums']
['female','56','USA','USA','heart attack','vocals']
['male','39','Germany','USA','illness','vocals']
['male','45','Zanzibar','UK','illness','vocals']
['male','45','Zanzibar','UK','illness','piano']
['male','58','Nigeria','Nigeria','illness','vocals']
['male','30','USA','USA','illness','rapper']
['male','40','USA','USA','illness','vocals']
['male','40','USA','USA','illness','guitar']
['male','67','USA','USA','illness','piano']
['male','48','Australia','USA','illness','vocals']
['male','40','UK','USA','murder','vocals']
['male','40','UK','USA','murder','guitar']
['male','25','USA','USA','murder','rapper']
['female','23','USA','USA','murder','vocals']
['male','44','USA','USA','murder','vocals']
['male','20','USA','USA','murder','vocals']
['male','20','USA','USA','murder','rapper']
['male','24','USA','USA','murder','rapper']
['male','33','USA','USA','murder','rapper']
['male','38','USA','USA','murder','guitar']
['female','22','USA','USA','murder','vocals']
['male','33','USA','USA','murder','vocals']
['male','63','USA','USA','murder','rapper']
['male','26','USA','USA','murder','rapper']
['male','32','USA','USA','murder','rapper']
['female','28','USA','USA','murder','rapper']
['male','47','USA','USA','murder','vocals']
['male','47','USA','USA','murder','leadership']
['male','40','USA','USA','murder','rapper']
['male','28','USA','USA','heart attack','rapper']
['male','44','Jamaica','USA','illness','rapper']
['male','34','USA','USA','murder','rapper']
['male','35','USA','USA','overdose','rapper']
['male','41','USA','USA','illness','rapper']
['male','37','USA','USA','organ failure','rapper']
['male','33','USA','USA','overdose','rapper']
['male','22','USA','USA','murder','rapper']
['male','27','USA','USA','murder','rapper']
['male','20','USA','USA','suicide','rapper']
['male','28','USA','USA','murder','rapper']
['male','20','USA','USA','murder','rapper']
['male','29','USA','USA','murder','rapper']
['male','21','USA','USA','overdose','rapper']
['male','21','USA','USA','overdose','rapper']
['male','29','USA','USA','murder','rapper']
['male','32','USA','USA','murder','rapper']
['male','30','USA','USA','illness','rapper']
['male','38','USA','USA','heart attack','leadership']
['male','38','USA','USA','heart attack','rapper']
['male','31','USA','USA','murder','rapper']
['male','36','USA','USA','murder','rapper']
['male','26','USA','USA','murder','rapper']
['male','29','USA','USA','murder','rapper']
['male','43','USA','USA','murder','rapper']
['female','28','USA','USA','murder','rapper']
['male','33','Haiti','Canada','murder','rapper']
['male','43','USA','USA','heart attack','rapper']
['male','46','USA','USA','organ failure','rapper']
['male','29','USA','USA','overdose','rapper']
['male','27','USA','USA','murder','rapper']
['male','27','USA','USA','murder','rapper']
['male','26','USA','USA','murder','rapper']
['male','31','USA','USA','murder','rapper']
['male','28','USA','USA','murder','rapper']
['male','32','USA','USA','murder','rapper']
['male','33','USA','USA','accident','rapper']
['male','26','USA','USA','murder','rapper']
['male','27','USA','USA','murder','rapper']
['male','24','USA','USA','murder','rapper']
['male','30','USA','USA','murder','rapper']
['male','20','USA','USA','murder','rapper']
['male','20','USA','USA','murder','rapper']
['male','33','USA','USA','murder','rapper']
['male','28','USA','USA','murder','rapper']
['male','67','USA','USA','natural causes','rapper']
['male','56','USA','USA','natural causes','rapper']
['male','32','USA','USA','murder','rapper']
['male','55','USA','USA','natural causes','rapper']
['male','48','USA','USA','natural causes','rapper']
['male','34','USA','USA','murder','rapper']
['male','25','USA','USA','murder','rapper']
['male','30','USA','USA','murder','rapper']
['male','32','USA','USA','murder','rapper']
['male','36','USA','USA','murder','rapper']
['male','26','USA','USA','murder','rapper']
['male','31','USA','USA','murder','rapper']
['male','50','USA','USA','murder','rapper']
['female','28','USA','USA','murder','rapper']
['male','33','Haiti','Canada','murder','rapper']
['male','43','USA','USA','heart attack','rapper']
['male','46','USA','USA','organ failure','rapper']
['male','29','USA','USA','overdose','rapper']
['male','47','USA','USA','murder','rapper']
['male','21','USA','USA','murder','rapper']
['male','28','USA','USA','heart attack','rapper']
['male','35','USA','USA','illness','rapper']
['male','44','USA','USA','illness','rapper']
['male','30','USA','USA','murder','rapper']
['male','34','USA','USA','murder','rapper']
['male','28','USA','USA','overdose','rapper']
['male','37','USA','USA','murder','rapper']
['male','30','USA','USA','illness','rapper']
['male','47','USA','USA','cancer','rapper']
['male','31','USA','USA','murder','rapper']
['male','63','USA','USA','murder','rapper']
['male','27','USA','USA','organ failure','rapper']
['male','20','USA','USA','overdose','rapper']
['male','26','Nigeria','Nigeria','accident','rapper']
['male','21','Canada','Canada','murder','rapper']
['male','28','USA','USA','murder','rapper']
['male','24','USA','USA','murder','rapper']
['male','22','USA','USA','murder','rapper']
['male','24','USA','USA','murder','rapper']
['male','33','USA','USA','overdose','rapper']
['male','24','USA','Sweden','accident','bass']
['male','47','USA','USA','illness','bass']
['male','44','USA','USA','overdose','bass']
['male','38','USA','USA','overdose','bass']
['male','24','USA','USA','accident','bass']
['male','70','USA','Japan','heart attack','bass']
['male','21','UK','USA','overdose','vocals']
['male','21','UK','USA','overdose','bass']
['male','60','UK','UK','heart attack','bass']
['male','62','UK','UK','cancer','bass']
['male','57','UK','USA','heart attack','bass']
['male','56','USA','USA','suicide','bass']
['male','34','USA','USA','cancer','bass']
['male','70','USA','Japan','heart attack','bass']
['male','81','USA','USA','cancer','bass']
['male','56','Canada','Canada','organ failure','bass']
['male','50','USA','USA','overdose','vocals']
['male','50','USA','USA','overdose','bass']
['male','68','Jamaica','USA','illness','bass']
['male','51','UK','USA','illness','bass']
['male','28','Sweden','Oman','suicide','leadership']
['female','34','UK','Greece','accident','vocals']
['female','34','UK','Greece','accident','leadership']
['male','47','Switzerland','Spain','cancer','leadership']
['male','38','USA','USA','organ failure','leadership']
['male','33','UK','UK','cancer','leadership']
['male','48','Austria','USA','organ failure','leadership']
['male','59','USA','USA','illness','leadership']
['male','74','India','India','heart attack','leadership']
['male','52','Cyprus','UK','cancer','leadership']
['male','52','Cyprus','UK','cancer','bass']
['male','84','Japan','Japan','organ failure','leadership']
['male','56','UK','UK','illness','leadership']
['male','71','Japan','Japan','cancer','leadership']
['male','39','Poland','France','illness','piano']
['male','74','Hungary','Germany','illness','piano']
['male','39','USA','USA','illness','piano']
['male','64','USA','USA','stroke','piano']
['male','51','USA','USA','illness','piano']
['male','82','Canada','Canada','organ failure','piano']
['male','86','Ukraine','USA','heart attack','piano']
['male','55','USA','USA','cancer','piano']
['male','69','USA','USA','organ failure','piano']
['male','36','France','France','illness','piano']
['male','50','Canada','Canada','stroke','piano']
['female','76','Germany','Germany','stroke','piano']
['female','70','USA','France','cancer','vocals']
['female','70','USA','France','cancer','piano']
['female','71','USA','USA','cancer','piano']
['female','69','USA','USA','organ failure','piano']
['female','69','USA','USA','organ failure','guitar']
['male','33','Romania','Switzerland','accident','piano']
['male','33','USA','USA','murder','vocals']
['male','33','USA','USA','murder','piano']
['male','32','UK','UK','overdose','drums']
['male','32','UK','UK','overdose','drums']
['male','69','USA','USA','organ failure','drums']
['male','64','USA','USA','illness','drums']
['male','76','USA','USA','organ failure','drums']
['male','51','USA','USA','heart attack','drums']
['male','71','USA','USA','cancer','drums']
['male','61','UK','USA','natural causes','drums']
['male','39','USA','USA','accident','drums']
['male','51','Germany','USA','organ failure','drums']
['male','38','USA','USA','heart attack','drums']
['male','77','USA','USA','natural causes','drums']
['male','90','USA','USA','natural causes','drums']
['male','80','UK','UK','accident','drums']
['male','67','Canada','USA','organ failure','drums']
['male','82','USA','USA','natural causes','drums']
['male','51','USA','USA','cancer','drums']
['male','65','Hungary','USA','cancer','drums']
['male','50','UK','UK','accident','drums']
['male','57','Italy','France','cancer','strings']
['female','42','UK','UK','illness','strings']
['male','86','Lithuania','USA','natural causes','strings']
['male','40','USA','USA','illness','strings']
['male','63','Italy','Austria','illness','strings']
['male','53','Guadeloupe','France','illness','strings']
['male','82','Poland','UK','natural causes','strings']
['male','40','Spain','Puerto Rico','natural causes','strings']
['male','86','Austria','USA','accident','strings']
['male','80','Russia','Russia','cancer','strings']
['male','66','Ukraine','Netherlands','heart attack','strings']
['male','77','UK','USA','stroke','strings']
['male','66','USA','USA','illness','strings']
['male','72','Belgium','Belgium','illness','strings']
['male','73','Russia','USA','cancer','strings']
['male','76','France','France','natural causes','strings']
['male','59','UK','UK','natural causes','strings']
['male','39','Ukraine','USA','illness','strings']
['male','89','France','France','natural causes','strings']
['male','61','Belgium','France','stroke','strings']
['male','27','Canada','Canada','accident','rapper']
['female','41','UK','UK','accident','flute']
['male','34','USA','USA','heart attack','bass']
['female','36','Australia','Australia','suicide','piano']
['male','48','Germany','Germany','accident','saxophone']
['female','38','USA','USA','suicide','rapper']
['female','40','UK','UK','accident','trumpet']
['female','42','USA','USA','stroke','piano']
['male','26','Canada','Canada','accident','rapper']
['female','80','UK','UK','cancer','bass']
['male','60','USA','USA','heart attack','trumpet']
['female','26','Australia','Australia','suicide','drums']
['female','63','Germany','Germany','stroke','saxophone']
['female','25','USA','USA','accident','rapper']
['male','42','Canada','Canada','suicide','piano']
['male','69','UK','UK','accident','bass']
['female','29','USA','USA','stroke','drums']
['male','34','Canada','Canada','accident','rapper']
['female','69','UK','UK','cancer','bass']
['male','42','USA','USA','heart attack','trumpet']
['female','31','Australia','Australia','suicide','drums']
['female','34','Germany','Germany','overdose','saxophone']
['male','34','USA','USA','stroke','bass']
['female','38','UK','UK','accident','trumpet']
['female','24','Australia','Australia','accident','rapper']
['male','36','Canada','Canada','suicide','piano']
['female','36','UK','UK','stroke','bass']
['female','30','USA','USA','suicide','rapper']
['female','29','Canada','Canada','suicide','piano']
['male','29','USA','USA','suicide','drums']
['female','32','UK','UK','suicide','bass']
['male','28','Australia','Australia','suicide','trumpet']
['female','25','USA','USA','suicide','flute']
